kind,edition,컴포넌트,name,arch,2.16,2.25,3.2,3.3,3.4,3.5 (EA2),latest_status,upstream,근거,source_url
feature,self-managed,MaaS,OpenAI-compatible body-based model routing for Models-as-a-Service,,—,—,—,—,—,GA,GA,Red Hat OpenShift AI (KServe/llm-d 기반),"You can send inference requests to the standard OpenAI /v1/chat/completions endpoint with the model name in the request body, and MaaS applies subscription, rate-limiting, and authorization policies automatically.",https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/new-features-and-enhancements_relnotes
feature,self-managed,AI Hub,OpenClaw agent starter kit,,—,—,—,—,—,DP,DP,Open Data Hub,"You can deploy and manage OpenClaw, an open-source general-purpose agent, on Red Hat OpenShift AI.",https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/developer-preview-features_relnotes
feature,self-managed,MLflow,OpenCode coding agent deployment and operation,,—,—,—,—,—,TP,TP,MLflow,"You can deploy and operate OpenCode, an open-source, terminal-based coding agent.",https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/technology-preview-features_relnotes
feature,self-managed,Dashboard,OpenShift AI dashboard user management moved from to,,—,Deprecated,Deprecated,Deprecated,Deprecated,Deprecated,Deprecated,Open Data Hub Dashboard,,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.4/html/release_notes/support-removals_relnotes
feature,self-managed,LMEval,OpenTelemetry metrics export for EvalHub,,—,—,—,—,—,TP,TP,LM Evaluation Harness,OTLP metrics export is available as a Technology Preview feature.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/technology-preview-features_relnotes
feature,self-managed,Distributed Inference with llm-d,Option to disable TLS within Distributed Inference with llm-d deployments,,—,—,—,—,—,GA,GA,llm-d,Platform Operators can disable built-in TLS on LLMInferenceService workload pods by setting spec.tls.enabled:,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/new-features-and-enhancements_relnotes
feature,self-managed,(미분류),Packaging of ITS Hub dependencies to the Red Hat–maintained Python index,,—,—,DP,DP,DP,DP,DP,,This feature is available as a Developer Preview.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/developer-preview-features_relnotes
feature,self-managed,TrustyAI,Per-tenant EvalHub deployment,,—,—,—,—,—,GA,GA,TrustyAI,Namespace administrators can deploy a dedicated EvalHub instance in their own namespace without cluster administrator or OpenShift AI administrator involvement.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/new-features-and-enhancements_relnotes
feature,self-managed,Llama Stack Operator,pgvector support as a remote vector store provider in Llama Stack,,—,—,TP,TP,TP,TP,TP,Llama Stack,"Starting with OpenShift AI 3.2, you can use PostgreSQL with the pgvector extension as a remote vector store provider for the Llama Stack vector_store endpoint as a Technology Preview feature.",https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.4/html/release_notes/technology-preview-features_relnotes
feature,self-managed,Llama Stack Operator,pgvector support as a remote vector store provider in OGX,,—,—,—,—,—,TP,TP,Llama Stack,"Starting with OpenShift AI 3.2, you can use PostgreSQL with the pgvector extension as a remote vector store provider for the OGX vector_store endpoint as a Technology Preview feature.",https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/technology-preview-features_relnotes
feature,self-managed,Dashboard,Pipeline logs for Python scripts running in Elyra pipelines are no longer stored in S3,,—,Removed,—,—,—,—,—,Kubeflow Pipelines,Red Hat OpenShift AI Self-Managed 3.4 Release notes,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.4/html/release_notes/support-removals_relnotes
feature,self-managed,Dashboard,PostgreSQL database support for Model Registry,,—,—,—,—,GA,GA,GA,Open Data Hub Dashboard,You can configure a PostgreSQL database as the backend for Model Registry from the OpenShift AI dashboard.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.4/html/release_notes/new-features-and-enhancements_relnotes
feature,self-managed,Llama Stack Operator,PostgreSQL mandated as the production persistence layer for Llama Stack,,—,—,GA,GA,GA,GA,GA,Llama Stack,PostgreSQL is now the only supported database for production Llama Stack deployments in run.yaml OpenShift AI.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.2/html/release_notes/new-features-and-enhancements_relnotes
feature,self-managed,Distributed Inference with llm-d,Priority-based flow control for mixed Distributed Inference with llm-d workloads,,—,—,—,—,—,GA,GA,llm-d,Flow control for Distributed Inference with llm-d is generally available.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/new-features-and-enhancements_relnotes
feature,self-managed,Distributed Inference with llm-d,Priority-based flow control for mixed llm-d workloads,,—,—,—,—,TP,TP,TP,llm-d,Platform Operators can assign priority tiers to workload classes and configure queuing policies so that latency-sensitive requests are served ahead of throughput-oriented batch traffic.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.4/html/release_notes/technology-preview-features_relnotes
feature,self-managed,Distributed Inference with llm-d,Prometheus metrics for Distributed Inference with llm-d,,—,—,—,—,GA,GA,GA,llm-d,You can now monitor llm-d distributed inference deployments using documented Prometheus metrics and PromQL query examples.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.4/html/release_notes/new-features-and-enhancements_relnotes
feature,self-managed,MLflow,Prompt management with template variables in Gen AI Studio,,—,—,—,—,—,TP,TP,MLflow,"You can save, version, and reuse system instructions as named prompts in Gen AI Studio.",https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/technology-preview-features_relnotes
feature,self-managed,LMEval,PVC as a storage source for EvalHub evaluation test data,,—,—,—,—,—,GA,GA,LM Evaluation Harness,You can use a PersistentVolumeClaim (PVC) as a storage source for custom test data in EvalHub evaluation jobs.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/new-features-and-enhancements_relnotes
feature,self-managed,Data science pipelines,RAGAS evaluation provider for Llama Stack (inline and remote),,—,—,—,TP,TP,TP,TP,Kubeflow Pipelines,You can now use the Retrieval-Augmented Generation Assessment (RAGAS) evaluation provider to measure the quality and reliability of RAG systems in OpenShift AI.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.4/html/release_notes/technology-preview-features_relnotes
feature,self-managed,Data science pipelines,RAGAS evaluation provider for OGX (inline and remote),,—,—,—,—,—,TP,TP,Kubeflow Pipelines,You can use the Retrieval-Augmented Generation Assessment (RAGAS) evaluation provider to measure the quality and reliability of RAG systems in OpenShift AI.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/technology-preview-features_relnotes
feature,self-managed,Kuberay,Ray 2.55.1 runtime images for distributed workloads,,—,—,—,—,—,TP,TP,KubeRay (Ray),New Ray 2.55.1 runtime images are included in Distributed Workloads.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/technology-preview-features_relnotes
feature,self-managed,KServe,Ray-based multi-node vLLM template,,—,—,—,Deprecated,Deprecated,Deprecated,Deprecated,KServe,"In Red Hat OpenShift AI 3.3, the Ray-based multi-node vLLM template remains available as a Technology Preview.",https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.4/html/release_notes/support-removals_relnotes
feature,self-managed,Model Catalog,Recommended vLLM runtime configurations in model catalog,,—,—,—,—,TP,TP,TP,,"During this Technology Preview phase, you can manually apply these recommendations during the model deployment workflow:",https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/technology-preview-features_relnotes
feature,self-managed,(미분류),Red Hat Operator catalogs moved from OperatorHub to the software catalog in the console,,—,—,—,GA,GA,GA,GA,,"In OpenShift 4.20, the Red Hat-provided Operator catalogs have moved from OperatorHub to the software catalog and the Operators navigation item is renamed to Ecosystem in the console.",https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.3/html/release_notes/new-features-and-enhancements_relnotes
feature,self-managed,Llama Stack Operator,Renaming of Llama Stack to OGX,,—,—,—,—,—,TP,TP,Llama Stack,"Starting in OpenShift AI 3.5 EA1, Llama Stack and its associated variables and configurations are renamed to OGX.",https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/technology-preview-features_relnotes
feature,self-managed,Llama Stack Operator,Responses API on Llama Stack,,—,—,—,—,TP,TP,TP,Llama Stack,"Red Hat OpenShift AI Self-Managed 3.4 Release notes The Responses API on Llama Stack is now available on OpenShift AI as a Technology Preview, previously available as a Developer Preview.",https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.4/html/release_notes/technology-preview-features_relnotes
feature,self-managed,Llama Stack Operator,Responses API on OGX,,—,—,—,—,—,GA,GA,Llama Stack,The Responses API is generally available on OGX.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/new-features-and-enhancements_relnotes
feature,self-managed,Workbenches,ROCm TensorFlow workbench image defaults to Red Hat Python index,,—,—,—,—,—,GA,GA,Kubeflow Notebooks,Workbench and runtime images default to the Red Hat Python index.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/new-features-and-enhancements_relnotes
feature,self-managed,Kubeflow Trainer v2,ROCm-compatible KFTO cluster image,,GA,GA,—,—,—,—,—,Kubeflow Trainer,"⚠️2.x 문서에만 언급 — 3.x deprecated 여부 직접 확인 필요. A new ROCm-compatible KFTO cluster image, quay.io/modh/training:py311-rocm61- torch241 , is tested and verified.",https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/2.16/html/release_notes/new-features-and-enhancements_relnotes
feature,self-managed,Kuberay,ROCm-compatible Ray cluster images,,GA,GA,—,—,—,—,—,KubeRay (Ray),"⚠️2.x 문서에만 언급 — 3.x deprecated 여부 직접 확인 필요. quay.io/modh/ray:2.35.0-py39-rocm61 The ROCm-compatible Ray cluster images and quay.io/modh/ray:2.35.0-py311-rocm61 , previously available as a Developer Preview feature, are tested and verified.",https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/2.16/html/release_notes/new-features-and-enhancements_relnotes
feature,self-managed,Workbenches,RStudio Server notebook image,,TP,TP,—,—,—,—,—,Kubeflow Notebooks,"⚠️2.x 문서에만 언급 — 3.x deprecated 여부 직접 확인 필요. With the RStudio Server notebook image, you can access the RStudio IDE, an integrated development environment for R.",https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/2.16/html/release_notes/technology-preview-features_relnotes
feature,self-managed,Workbenches,RStudio Server workbench image,,—,TP,—,TP,TP,TP,TP,Kubeflow Notebooks,"With the RStudio Server workbench image, you can access the RStudio IDE, an integrated development environment for R.",https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.4/html/release_notes/technology-preview-features_relnotes
feature,self-managed,TrustyAI,Run evaluations for TrustyAI-Llama Stack using LM-Eval,,—,—,—,DP,DP,DP,DP,TrustyAI,"You can now run evaluations using LM-Eval on Llama Stack with TrustyAI as a Developer Preview feature, using the built-in LM-Eval component and advanced content moderation tools.",https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.4/html/release_notes/developer-preview-features_relnotes
feature,self-managed,TrustyAI,Run evaluations for TrustyAI-OGX using LM-Eval,,—,—,—,—,—,DP,DP,TrustyAI,"You can run evaluations using LM-Eval on OGX with TrustyAI as a Developer Preview feature, using the built-in LM-Eval component and advanced content moderation tools.",https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/developer-preview-features_relnotes
feature,self-managed,Model Catalog,Safety and Security Insights tab in the Red Hat AI Model Catalog,,—,—,—,—,—,GA,GA,,The Red Hat AI Model Catalog includes a new Safety and Security Insights tab that displays AI security evaluation results for each model.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/new-features-and-enhancements_relnotes
feature,self-managed,(미분류),Secure agent sandboxing and policy enforcement using OpenShell,,—,—,—,—,—,DP,DP,,A Developer Preview of OpenShell is available for secure agent onboarding on OpenShift.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/developer-preview-features_relnotes
feature,self-managed,MaaS,Self-service API key management for Models-as-a-Service,,—,—,—,—,GA,GA,GA,Red Hat OpenShift AI (KServe/llm-d 기반),You can now create and manage your own API keys for programmatic access to large language models through Models-as-a-Service.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.4/html/release_notes/new-features-and-enhancements_relnotes
feature,self-managed,MaaS,Self-service Subscriptions tab for Models-as-a-Service users,,—,—,—,—,—,GA,GA,Red Hat OpenShift AI (KServe/llm-d 기반),"With this update, you can view your Models-as-a-Service subscription assignments, browse associated models, and check token rate limits from the Subscriptions tab on the API keys page in",https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/new-features-and-enhancements_relnotes
feature,self-managed,Distributed Inference with llm-d,Service-level SLI metrics for Distributed Inference with llm-d,,—,—,—,—,—,GA,GA,llm-d,You can monitor end-to-end inference performance from the user’s perspective by using service- level Prometheus histogram metrics exposed by the Endpoint Picker in Distributed Inference with llm-d deployments.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/new-features-and-enhancements_relnotes
feature,self-managed,Dashboard,Side-by-side evaluation run comparison in EvalHub,,—,—,—,—,—,TP,TP,Open Data Hub Dashboard,"This Technology Preview feature enables you to select runs from the evaluations list, initiate a comparison, and view metrics and parameters for all selected runs in an embedded MLflow comparison view.",https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/technology-preview-features_relnotes
feature,self-managed,Distributed Inference with llm-d,Simplified configuration for Distributed Inference with llm-d scheduler settings,,—,—,—,—,GA,GA,GA,llm-d,endpointPickerConfig Configure Distributed Inference with llm-d scheduler settings using the field in the LLMInferenceService specification.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.4/html/release_notes/new-features-and-enhancements_relnotes
feature,self-managed,Dashboard,Stop button for chatbot in Generative AI Studio,,—,—,TP,TP,TP,TP,TP,Open Data Hub Dashboard,You can interrupt the chatbot as it is composing a response to a prompt.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/technology-preview-features_relnotes
feature,self-managed,Data science pipelines,Structural contextualization support for AutoRAG,,—,—,—,—,—,TP,TP,Kubeflow Pipelines,"In OpenShift AI, AutoRAG supports structural contextualization (LLM contextual enrichment) during document chunking.",https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/technology-preview-features_relnotes
feature,self-managed,TrustyAI,Support added for configuring TrustyAI global settings with the DataScienceCluster (DSC) resource,,—,GA,—,—,—,—,—,TrustyAI,"⚠️2.x 문서에만 언급 — 3.x deprecated 여부 직접 확인 필요. Administrators can now declaratively manage settings such as LMEval’s allowOnline and allowCodeExecution through the DSC interface, with changes automatically propagated to the TrustyAI operator.",https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/2.25/html/release_notes/new-features-and-enhancements_relnotes
feature,self-managed,Workbenches,Support added for workbench images,,—,GA,—,—,—,—,—,Kubeflow Notebooks,⚠️2.x 문서에만 언급 — 3.x deprecated 여부 직접 확인 필요. You can now install and upgrade Python 3.12 workbench images in OpenShift AI for your JupyterLab and code-server IDEs.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/2.25/html/release_notes/new-features-and-enhancements_relnotes
feature,self-managed,Workbenches,Support added to move unwanted files to trash directory,,—,GA,—,—,—,—,—,Kubeflow Notebooks,⚠️2.x 문서에만 언급 — 3.x deprecated 여부 직접 확인 필요. You can now increase your container storage by moving and permanently deleting your unwanted files to a trash directory in the Jupyter Notebook.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/2.25/html/release_notes/new-features-and-enhancements_relnotes
feature,self-managed,(미분류),Support added to run Red Hat OpenShift AI on OpenShift Kubernetes Engine (OKE),,—,—,GA,GA,GA,GA,GA,,You can now install and run Red Hat OpenShift AI on OpenShift Kubernetes Engine (OKE).,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.2/html/release_notes/new-features-and-enhancements_relnotes
feature,self-managed,Llama Stack Operator,Support for air-gapped Llama Stack deployments,,—,—,—,TP,TP,TP,TP,Llama Stack,You can now install and operate Llama Stack and RAG/Agentic components in fully disconnected (air-gapped) OpenShift AI environments.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.4/html/release_notes/technology-preview-features_relnotes
feature,self-managed,Llama Stack Operator,Support for air-gapped OGX deployments,,—,—,—,—,—,TP,TP,Llama Stack,You can install and operate OGX and RAG/Agentic components in fully disconnected (air-gapped) OpenShift AI environments.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/technology-preview-features_relnotes
feature,self-managed,Workbenches,Support for AMD GPUs,,GA,GA,—,—,—,—,—,Kubeflow Notebooks,"⚠️2.x 문서에만 언급 — 3.x deprecated 여부 직접 확인 필요. The AMD ROCm workbench image adds support for the AMD graphics processing units (GPU) Operator, significantly boosting the processing performance for compute-intensive activities.",https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/2.16/html/release_notes/new-features-and-enhancements_relnotes
feature,self-managed,Kueue,Support for AppWrapper in Kueue,,DP,DP,—,—,—,—,—,Kueue,⚠️2.x 문서에만 언급 — 3.x deprecated 여부 직접 확인 필요. AppWrapper support in Kueue is available as a Developer Preview feature.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/2.25/html/release_notes/developer-preview-features_relnotes
feature,self-managed,Kubeflow Trainer v2,Support for creating and managing Ray Jobs with the CodeFlare SDK,,—,—,—,TP,TP,TP,TP,Kubeflow Trainer,You can create and manage Ray Jobs on Ray Clusters directly through the CodeFlare SDK.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/technology-preview-features_relnotes
feature,self-managed,Workbenches,Support for customizing OAuth proxy sidecar resource allocation,,—,GA,—,—,—,—,—,Kubeflow Notebooks,⚠️2.x 문서에만 언급 — 3.x deprecated 여부 직접 확인 필요. You can now customize the CPU and memory requests and limits for the OAuth proxy sidecar in workbench pods.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/2.25/html/release_notes/new-features-and-enhancements_relnotes
feature,self-managed,KServe,Support for customizing OAuth proxy sidecar resource allocation via the DataScienceCluster API,,—,—,—,—,—,GA,GA,KServe,"Administrators can configure OAuth proxy sidecar resource requests and limits directly in the DataScienceCluster CR under spec.components.kserve.oauthProxy.resources , without changing Managed Unmanaged any component state from to .",https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/new-features-and-enhancements_relnotes
feature,self-managed,KServe,Support for deploying quantized models,,GA,GA,—,—,—,—,—,KServe,⚠️2.x 문서에만 언급 — 3.x deprecated 여부 직접 확인 필요. You can use the vLLM ServingRuntime for KServe runtime to deploy models that are quantized for the Marlin kernel.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/2.16/html/release_notes/new-features-and-enhancements_relnotes
feature,self-managed,Red Hat AI Inference,Support for deploying Red Hat AI Inference fast release container images as a custom serving runtime,,—,—,—,—,—,GA,GA,vLLM,You can deploy Red Hat AI Inference fast release container images as custom serving runtimes on your existing Red Hat OpenShift AI installation without upgrading Red Hat OpenShift AI.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/new-features-and-enhancements_relnotes
feature,self-managed,(미분류),Support for deployment on the Grace Hopper Arm platform,,—,GA,—,—,—,—,—,,⚠️2.x 문서에만 언급 — 3.x deprecated 여부 직접 확인 필요. OpenShift AI can now be deployed on the Grace Hopper Arm platform.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/2.25/html/release_notes/new-features-and-enhancements_relnotes
feature,self-managed,(미분류),Support for direct authentication with an OIDC identity provider,,—,—,—,TP,GA,GA,GA,,Direct authentication with an OpenID Connect (OIDC) identity provider is now available as a GA feature.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.4/html/release_notes/new-features-and-enhancements_relnotes
feature,self-managed,Workbenches,Support for flexible storage class management,,—,GA,—,—,—,—,—,Kubeflow Notebooks,"⚠️2.x 문서에만 언급 — 3.x deprecated 여부 직접 확인 필요. With this release, administrators can now choose any supported access mode for a storage class when adding cluster storage to a project or workbench in OpenShift AI.",https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/2.25/html/release_notes/new-features-and-enhancements_relnotes
feature,self-managed,(미분류),Support for Hosted Control Planes on OpenShift Virtualization,,—,—,—,—,—,GA,GA,,You can deploy OpenShift AI on Hosted Control Planes (HCP) running on OpenShift Virtualization.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/new-features-and-enhancements_relnotes
feature,self-managed,KServe,Support for IBM Power accelerated Triton Inference Server,,—,TP,—,—,—,—,—,KServe,⚠️2.x 문서에만 언급 — 3.x deprecated 여부 직접 확인 필요. You can deploy Triton inference server as a custom model serving runtime on IBM Power architecture as a Technology Preview feature in Red Hat OpenShift AI.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/2.25/html/release_notes/technology-preview-features_relnotes
feature,self-managed,KServe,Support for IBM Z accelerated Triton Inference Server,,—,TP,—,—,—,—,—,KServe,⚠️2.x 문서에만 언급 — 3.x deprecated 여부 직접 확인 필요. The Triton Inference Server can be deployed as a custom model serving runtime on IBM Z architecture as a Technology Preview feature in Red Hat OpenShift AI.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/2.25/html/release_notes/technology-preview-features_relnotes
feature,self-managed,KServe,Support for Intel Gaudi 3 accelerators,,GA,GA,—,—,—,—,—,KServe,⚠️2.x 문서에만 언급 — 3.x deprecated 여부 직접 확인 필요. Support for Intel Gaudi 3 accelerators is now available.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/2.16/html/release_notes/new-features-and-enhancements_relnotes
feature,self-managed,KServe,Support for Kubernetes Event-driven Autoscaling (KEDA),,—,TP,—,TP,TP,TP,TP,KServe,"This Technology Preview feature enables metrics-based autoscaling for inference services, allowing for more efficient management of accelerator resources, reduced operational costs, and improved performance for your inference services.",https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/technology-preview-features_relnotes
feature,self-managed,Kuberay,Support for Llama Stack and KubeRay on IBM Power,,—,—,—,—,GA,GA,GA,KubeRay (Ray),Red Hat OpenShift AI 3.4 GA introduces official support for both Llama Stack and KubeRay on the IBM Power architecture.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.4/html/release_notes/new-features-and-enhancements_relnotes
feature,self-managed,Llama Stack Operator,Support for Llama Stack Distribution version 0.2.22,,—,TP,—,—,—,—,—,Llama Stack,⚠️2.x 문서에만 언급 — 3.x deprecated 여부 직접 확인 필요. The Llama Stack Distribution now includes Llama-stack version 0.2.22 as Technology Preview.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/2.25/html/release_notes/technology-preview-features_relnotes
feature,self-managed,Data science pipelines,Support for Llama Stack Distribution version 0.3.0,,—,—,—,TP,TP,TP,TP,Kubeflow Pipelines,The Llama Stack Distribution now includes version 0.3.0 as a Technology Preview feature.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.4/html/release_notes/technology-preview-features_relnotes
feature,self-managed,Distributed Inference with llm-d,Support for multinode deployment of very large models,,TP,TP,—,TP,TP,TP,TP,llm-d,Serving models over multiple graphical processing unit (GPU) nodes when using a single-model serving runtime is available as a Technology Preview feature.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/technology-preview-features_relnotes
feature,self-managed,KServe,Support for NVIDIA NIM model serving platform,,GA,GA,—,—,—,—,—,KServe,⚠️2.x 문서에만 언급 — 3.x deprecated 여부 직접 확인 필요. The NVIDIA NIM model serving platform adds support for deploying NVIDIA optimized models using NVIDIA NIM inference services in OpenShift AI.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/2.16/html/release_notes/new-features-and-enhancements_relnotes
feature,self-managed,Kuberay,Support for OGX and KubeRay on IBM Power,,—,—,—,—,—,GA,GA,KubeRay (Ray),Red Hat OpenShift AI 3.5 EA1 introduces official support for both OGX (which replaces Llama Stack) and KubeRay on the IBM Power architecture.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/new-features-and-enhancements_relnotes
feature,self-managed,Data science pipelines,Support for OGX Distribution version 0.3.0,,—,—,—,—,—,TP,TP,Kubeflow Pipelines,The OGX Distribution includes version 0.3.0 as a Technology Preview feature.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/technology-preview-features_relnotes
feature,self-managed,Model Catalog,Support for text embedding models in the Model Catalog,,—,—,—,—,TP,TP,TP,,"This Technology Preview feature allows data scientists and AI engineers to discover and deploy models designed specifically for vector generation, a critical component for Retrieval-Augmented Generation (RAG) and semantic search workflows.",https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/technology-preview-features_relnotes
feature,self-managed,KServe,Support for vLLM in IBM Power and IBM Z architectures,,—,TP,—,—,—,—,—,KServe,⚠️2.x 문서에만 언급 — 3.x deprecated 여부 직접 확인 필요. vLLM runtime templates are available for use in IBM Power and IBM Z architectures as Technology Preview.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/2.25/html/release_notes/technology-preview-features_relnotes
feature,self-managed,Distributed Inference with llm-d,Targeted vLLM access-log filtering for LLMInferenceService,,—,—,—,—,—,GA,GA,llm-d,"The default LLMInferenceServiceConfig templates switch from the blanket --disable-uvicorn- access-log to vLLM 0.16’s --disable-access-log-for-endpoints /health,/metrics,/ping with a runtime fallback to the old flag on vLLM below 0.16.",https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/new-features-and-enhancements_relnotes
feature,self-managed,Dashboard,Task Shortcuts section added to the dashboard homepage,,—,—,—,—,—,GA,GA,Open Data Hub Dashboard,The Red Hat OpenShift AI dashboard homepage includes a Task Shortcuts section.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/new-features-and-enhancements_relnotes
feature,self-managed,Llama Stack Operator,Telemetry collection for OGX API adoption metrics,,—,—,—,—,—,GA,GA,Llama Stack,Telemetry data collection is introduced for OGX (formerly Llama Stack) API usage.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/new-features-and-enhancements_relnotes
feature,self-managed,(미분류),Text-mode training for multimodal models in Training Hub,,—,—,—,—,—,DP,DP,,"Training Hub supports text-only training (""text mode"") for multimodal model architectures.",https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/developer-preview-features_relnotes
feature,self-managed,Llama Stack Operator,The Llama Stack Operator available on multi-architecture clusters,,—,—,—,TP,TP,TP,TP,Llama Stack,The Llama Stack Operator is deployable on multi-architecture clusters in OpenShift AI version 3.3 and is available by default.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.4/html/release_notes/technology-preview-features_relnotes
feature,self-managed,Llama Stack Operator,The Llama Stack Operator with ConfigMap driven image updates,,—,—,—,TP,TP,TP,TP,Llama Stack,The Llama Stack Operator in OpenShift AI 3.3 now offers ConfigMap driven image updates for LlamaStackDistribution resources.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.4/html/release_notes/technology-preview-features_relnotes
