amount,age,tenure_months,num_claims,credit_score,distance_km,channel,label
3746.59,68,141,3,881,28.4,1,1
1450.19,38,108,1,578,38.0,0,0
641.64,55,144,2,398,69.1,1,0
1572.39,21,86,2,782,48.3,0,0
391.02,54,4,0,405,21.8,0,0
1879.25,45,136,0,405,0.1,1,0
1390.62,42,24,0,562,47.3,0,0
2688.57,60,150,5,514,86.6,0,0
1262.92,70,64,1,345,40.0,1,0
922.52,63,1,5,521,5.1,1,0
2635.84,33,147,1,300,47.9,1,0
3501.13,54,178,0,327,6.7,0,0
803.32,31,44,0,539,5.8,0,0
1542.8,27,75,5,362,45.8,1,0
1698.54,77,52,2,606,35.0,1,0
4175.43,49,96,0,475,53.3,1,1
2508.68,45,27,0,461,88.6,0,0
179.11,63,42,1,832,41.7,1,0
4027.98,53,169,1,759,134.6,1,0
2043.52,39,66,1,320,17.1,0,0
117.74,78,23,0,429,54.9,0,0
72.97,26,143,5,704,73.0,0,0
2508.08,70,32,1,351,93.9,0,0
92.21,53,23,1,567,8.3,1,0
1412.13,50,52,0,525,9.4,0,0
791.23,65,162,0,629,9.1,1,0
721.49,20,8,0,327,96.5,0,0
1094.5,29,163,0,384,3.5,0,0
1749.86,76,137,2,358,20.4,0,0
2495.93,62,29,1,599,17.5,1,0
386.07,61,147,5,594,13.6,1,0
1296.65,71,73,0,621,2.7,1,0
481.81,21,153,0,302,18.0,1,0
336.51,24,92,1,842,59.5,0,0
184.99,28,68,1,629,8.7,1,0
657.59,69,147,3,342,75.3,0,0
2167.82,45,154,5,663,28.9,0,0
1863.54,73,134,0,428,77.4,0,0
2304.62,74,100,1,841,66.9,0,0
3316.55,35,160,1,481,13.3,1,0
2838.63,43,48,0,709,0.3,1,0
814.58,44,158,1,474,0.4,1,0
1807.66,45,33,2,841,45.0,1,0
247.86,24,118,0,699,84.6,1,0
607.14,67,95,1,343,2.8,0,0
1495.07,40,139,0,600,79.5,0,0
1476.36,24,120,3,615,15.4,1,0
2373.57,71,135,0,531,16.4,0,0
459.89,30,70,2,437,3.7,1,0
468.72,40,9,1,358,36.6,1,0
2088.81,67,90,1,838,6.3,1,0
1769.56,65,56,0,404,6.3,0,0
284.26,65,31,0,503,8.7,0,0
521.9,32,34,3,630,0.5,0,0
867.7,23,21,5,635,25.9,1,0
4075.98,68,141,0,310,0.7,0,0
3898.67,56,27,2,724,32.1,0,0
2155.75,19,62,3,641,21.5,1,0
1224.47,71,152,0,725,21.1,0,0
564.16,58,88,0,359,16.1,0,0
1894.01,52,163,1,411,28.8,1,0
163.23,72,6,0,717,47.5,0,0
595.37,57,154,0,375,74.0,0,0
403.59,24,65,0,601,55.8,0,0
876.83,72,93,0,645,56.5,0,0
70.3,69,11,0,419,46.1,0,0
3221.41,31,14,1,669,57.7,1,0
962.33,67,6,3,457,26.2,1,0
2165.66,30,55,1,648,9.9,1,0
514.83,46,146,0,797,41.6,1,0
1798.4,58,53,1,597,12.5,0,0
565.05,69,135,5,498,68.0,1,0
1001.37,54,135,0,717,28.6,0,0
68.01,26,13,0,679,23.7,1,0
3970.16,51,94,0,596,28.4,1,0
3379.94,47,65,0,712,5.2,1,0
107.07,68,168,1,865,2.9,1,0
367.99,69,93,3,882,16.9,0,0
51.4,68,128,1,883,6.7,0,0
1755.08,72,57,1,444,7.8,1,0
2085.69,45,159,0,871,14.6,1,0
144.99,45,7,5,478,14.1,0,0
3455.61,52,155,1,633,2.5,1,0
2660.74,61,143,0,591,8.9,0,0
4235.79,26,36,3,649,0.8,0,0
1693.19,56,91,0,744,1.6,1,0
658.53,41,104,0,521,3.7,0,0
1446.11,72,175,0,494,3.0,1,0
3680.4,35,49,1,708,11.8,0,0
1571.05,51,69,0,330,13.1,0,0
1228.17,73,131,3,700,24.5,1,0
3872.43,67,99,1,376,45.7,0,0
1732.59,71,6,0,367,13.2,1,0
274.8,37,161,0,629,1.0,0,0
1642.79,52,50,5,721,58.9,0,1
246.69,36,4,5,751,61.9,1,0
798.29,47,35,3,721,28.8,0,0
130.86,24,125,5,693,62.2,0,0
1992.61,23,67,0,706,17.1,1,0
1540.37,33,22,0,621,45.3,1,0
1854.95,44,27,5,857,52.4,0,0
2596.7,77,42,0,380,148.0,0,1
3098.94,34,131,2,435,63.3,1,0
35.49,26,48,1,758,3.6,0,0
33.43,56,12,0,892,10.4,1,0
2022.57,21,24,3,582,5.2,1,0
1286.01,35,26,3,781,47.0,0,0
3239.38,50,170,0,491,16.9,0,1
1548.47,50,150,0,404,34.9,0,0
2618.79,55,139,2,803,2.4,1,0
1308.94,74,138,1,417,53.6,0,0
2736.49,40,58,5,323,18.9,1,0
829.59,46,103,0,764,13.7,1,0
1697.75,34,103,0,315,74.2,1,0
605.22,61,43,0,529,35.6,1,0
3721.92,62,168,2,315,124.8,1,0
532.2,35,103,0,374,26.1,0,0
6.55,44,116,0,870,4.7,1,0
138.2,69,139,0,462,15.0,0,0
2506.92,21,154,1,855,28.4,1,0
675.86,51,74,0,605,15.5,1,0
269.85,23,165,0,590,12.3,1,0
391.96,70,9,5,393,7.5,1,0
1373.59,47,99,5,500,69.9,0,1
300.75,68,19,0,772,1.3,1,0
672.41,73,159,3,817,22.4,1,0
2814.06,39,132,1,805,82.4,0,0
1023.13,19,102,0,543,7.9,1,0
1155.23,76,92,3,690,29.8,1,0
860.63,26,42,1,854,15.8,0,0
401.19,35,46,3,771,52.4,1,0
462.31,37,47,1,436,78.6,1,0
1714.09,31,139,0,648,4.8,1,0
3188.43,39,47,2,794,49.0,0,0
696.99,55,43,3,526,40.2,0,0
578.95,25,57,0,873,18.2,1,0
3333.17,52,67,3,872,29.3,1,1
456.9,62,73,1,529,61.8,0,0
674.39,62,131,0,415,5.4,1,0
1709.88,72,180,2,895,42.9,0,0
3984.72,32,100,1,390,37.9,1,0
3394.79,31,27,1,477,66.9,1,0
1546.36,65,134,0,543,60.7,1,0
1089.21,58,68,0,411,26.6,1,0
1305.84,41,45,5,692,9.7,0,0
704.69,57,33,5,306,12.4,1,0
1369.53,54,89,3,466,67.9,0,0
1900.77,68,109,3,359,11.2,1,0
145.13,67,115,5,586,0.8,1,0
2716.44,51,86,1,854,67.8,1,0
58.3,74,81,1,482,37.9,0,0
632.55,24,177,3,640,6.8,0,0
3040.5,21,39,1,681,46.7,0,0
1620.97,34,33,0,633,9.2,1,0
2566.4,21,133,1,735,21.3,0,0
940.54,52,134,3,695,52.0,1,0
3435.39,78,56,3,759,5.9,1,0
789.68,66,1,0,675,59.8,0,0
334.47,23,134,1,477,115.1,0,0
1397.73,31,155,0,307,33.4,1,0
3489.35,75,23,1,725,43.7,1,0
1742.84,41,6,0,782,68.6,1,0
2613.55,69,46,2,791,43.0,1,0
1171.59,59,68,5,438,18.0,1,0
851.32,28,158,0,823,15.5,1,0
589.33,25,100,0,862,4.9,0,0
3293.34,30,16,5,520,5.8,0,0
985.11,55,167,0,329,7.4,1,0
3297.46,77,157,1,721,102.5,0,0
910.08,61,149,0,610,51.3,0,0
3176.82,39,167,2,550,87.0,0,0
2297.87,26,125,5,804,8.3,0,0
315.36,20,146,2,567,38.8,1,0
2885.33,64,29,0,757,6.4,1,1
257.34,29,14,2,552,1.4,1,0
3222.63,32,125,2,441,13.9,0,0
3414.69,25,34,2,706,30.5,0,0
2641.81,35,141,5,776,93.5,1,0
1803.5,64,95,2,489,83.7,0,0
781.25,72,10,1,317,28.7,1,0
1327.88,24,146,2,412,59.5,1,0
1656.39,32,146,0,323,0.5,0,0
2900.12,56,89,0,394,99.5,1,0
687.04,51,49,0,501,99.3,0,0
1822.29,62,151,5,395,19.2,0,0
2018.66,28,29,1,461,26.9,0,0
4581.53,45,119,0,354,26.7,0,0
1183.79,26,97,3,407,2.7,0,0
3208.11,21,114,0,651,34.4,1,0
1873.02,65,54,0,600,72.9,0,0
230.4,61,45,5,608,62.3,0,0
1403.7,24,72,0,871,4.3,1,0
2063.07,19,147,2,437,48.0,0,0
1002.2,71,151,1,675,25.2,1,0
1496.01,66,167,0,519,7.5,1,0
600.15,20,24,1,764,24.0,0,0
2476.16,54,83,2,696,107.2,1,0
3182.94,35,19,0,326,76.5,0,0
2622.94,42,157,0,790,2.2,0,0
1042.02,58,15,5,387,43.8,1,0
101.66,27,32,1,843,2.3,0,0
991.89,71,175,0,527,99.7,1,0
1458.05,42,103,5,877,22.7,1,0
2207.78,23,94,5,656,1.4,1,0
3207.37,35,122,0,440,60.4,1,0
1650.57,22,30,0,339,20.2,0,1
3459.26,54,58,0,760,17.5,1,0
2828.65,46,132,0,857,3.8,0,0
2052.86,47,27,0,331,35.1,0,0
725.99,31,130,0,718,22.8,1,0
3434.35,40,20,0,594,41.0,1,0
2873.09,31,102,0,416,6.7,0,1
328.44,53,135,2,757,9.9,1,0
245.43,32,30,0,641,6.6,0,0
2059.53,57,103,0,750,45.4,1,0
2436.15,28,20,2,899,7.4,0,0
2329.4,49,4,0,358,34.2,1,0
45.22,40,160,0,369,35.6,0,0
688.03,26,64,0,320,11.3,1,0
2238.9,23,144,1,887,5.9,0,0
37.01,39,44,0,561,34.5,0,0
367.33,71,127,3,841,92.0,1,0
603.24,56,112,0,724,1.3,1,0
1199.59,77,97,0,452,1.4,0,0
2851.86,55,68,1,538,6.5,0,0
247.6,63,131,1,896,30.6,0,0
956.86,64,67,0,741,22.3,0,0
567.91,71,138,0,408,29.8,0,0
2393.82,61,7,1,397,29.5,0,0
197.31,55,131,5,450,41.1,0,0
899.87,72,137,1,820,22.9,0,0
3568.82,78,102,1,611,65.4,0,0
3844.87,75,91,1,884,86.4,1,0
1244.15,53,44,0,326,86.2,1,0
50.01,61,23,0,493,37.2,1,0
733.06,67,165,0,461,58.7,1,0
1038.69,57,171,3,873,18.1,0,0
1226.72,61,122,0,573,32.6,0,0
1297.28,76,22,3,415,39.9,1,0
699.28,34,45,5,590,21.8,0,0
687.86,78,117,3,486,33.3,1,0
3765.8,63,163,1,685,40.5,1,0
549.49,46,6,1,763,72.1,1,0
388.77,40,26,3,445,28.0,0,0
360.5,71,161,3,581,73.3,0,1
4929.85,68,56,1,847,0.5,1,0
869.79,75,111,0,564,19.4,1,0
3703.76,47,154,0,735,16.1,0,0
2367.44,32,28,1,666,33.1,0,0
2860.13,25,59,1,786,25.3,1,0
1101.67,21,65,2,869,114.4,0,0
1632.89,77,42,2,585,41.0,1,0
1041.24,46,81,0,497,75.2,1,0
1565.29,73,16,5,795,20.4,0,0
2011.46,53,146,0,859,42.1,0,0
644.0,25,69,0,753,32.1,1,0
1606.47,33,83,0,703,4.6,1,0
790.84,53,158,1,895,4.2,1,0
33.96,51,97,1,392,9.4,1,0
1108.36,61,12,0,427,54.6,0,0
976.66,62,122,2,552,7.4,1,0
1907.35,49,20,3,363,25.4,0,0
1304.21,70,101,1,731,3.8,1,0
3341.63,25,131,1,635,11.3,1,0
1065.05,20,152,1,439,23.4,1,0
375.66,37,96,3,580,7.8,1,0
71.08,46,67,0,314,39.0,1,0
2352.66,47,87,0,884,14.8,1,0
727.41,33,49,0,735,52.7,0,0
1433.12,44,97,0,488,10.3,1,0
1024.85,59,85,2,534,38.6,0,1
2636.96,73,47,0,479,2.5,0,0
3812.53,46,122,5,618,3.6,1,1
974.33,20,26,0,481,33.7,1,0
2372.03,73,128,1,846,42.7,1,0
4448.12,53,3,0,785,23.3,1,0
717.84,31,20,0,891,21.8,1,0
1255.09,70,69,5,438,13.5,1,0
2487.54,46,19,0,413,25.6,0,0
136.32,67,122,2,533,14.8,1,0
56.86,67,136,0,772,0.9,1,0
252.69,35,131,0,617,8.9,0,0
1140.45,51,83,1,670,3.6,1,0
486.12,38,167,2,592,17.8,1,0
1805.5,75,19,0,443,41.0,0,0
822.83,68,137,5,386,22.4,1,0
1575.95,34,170,1,470,47.2,1,0
2217.0,53,97,0,374,90.6,1,0
3071.03,70,17,3,552,24.0,0,0
983.41,43,155,1,632,5.7,0,0
2256.48,33,78,0,336,2.2,0,0
872.67,49,129,1,826,19.2,0,0
679.94,35,65,2,567,40.3,1,0
1672.82,53,92,0,786,4.4,0,0
1352.63,60,175,2,546,1.4,0,0
506.28,61,65,3,881,32.8,1,0
1357.09,75,176,0,613,8.0,1,0
369.1,25,70,5,440,53.0,1,0
1832.77,65,153,3,558,23.9,0,0
3537.47,60,57,5,466,22.6,0,0
1425.65,26,165,5,330,2.1,1,0
2907.34,32,44,0,891,88.9,0,0
3199.23,19,47,1,479,70.8,0,1
669.11,46,97,0,346,16.9,0,0
317.89,54,173,5,695,23.9,0,0
2286.11,42,98,0,595,36.8,0,0
1376.38,78,81,1,387,70.5,0,0
767.62,68,140,0,499,89.0,1,0
2535.0,72,173,0,335,19.7,0,0
1240.05,72,103,0,303,12.7,1,0
957.44,66,150,3,748,55.2,0,0
1577.68,46,171,3,732,13.0,1,0
3358.3,77,94,1,388,24.7,0,0
3988.86,37,0,5,854,40.1,1,1
1356.42,56,68,5,342,39.4,0,0
286.25,45,140,1,601,10.1,0,0
904.79,44,40,3,770,31.0,0,0
656.82,52,162,0,783,7.3,1,0
1535.87,70,151,3,484,24.4,1,0
2659.25,43,5,1,429,40.6,0,0
3280.8,67,91,5,834,81.1,0,0
1002.51,73,1,2,442,35.3,0,0
46.69,26,117,5,767,56.6,1,0
810.58,37,98,0,376,0.8,0,0
1831.31,28,71,0,712,35.0,0,0
1565.92,49,85,0,760,39.8,0,0
3642.08,35,93,1,435,39.9,0,0
486.53,50,11,2,745,47.4,0,1
512.14,74,93,5,300,10.2,0,0
3218.39,33,180,2,719,37.4,1,0
200.07,27,71,5,481,27.0,0,0
1202.66,75,71,0,359,33.7,0,0
712.8,52,46,0,568,52.0,1,0
2225.62,43,138,2,306,51.5,1,1
2011.78,60,178,0,393,73.3,0,0
3233.71,73,118,0,388,11.3,1,0
3899.22,66,92,1,751,60.1,0,0
1494.59,48,18,3,621,29.0,0,1
2045.54,72,167,0,816,28.8,1,0
617.35,70,165,0,881,49.5,1,0
223.03,73,105,2,434,10.6,1,0
467.9,72,22,0,785,23.4,0,0
1432.76,76,18,0,564,4.6,1,0
50.41,58,103,1,487,61.2,0,0
44.86,69,92,5,562,121.8,0,0
2565.78,22,103,1,858,0.5,1,0
311.17,54,56,1,606,31.3,0,0
2485.17,33,97,1,715,12.9,0,0
959.04,71,113,1,351,31.5,1,0
179.88,42,101,0,510,5.5,0,0
1593.89,78,85,2,409,20.6,0,0
446.89,61,153,0,539,41.6,0,0
2871.6,51,99,0,319,19.1,0,0
201.52,62,99,0,481,111.8,0,0
536.38,77,59,2,574,51.0,0,0
4370.9,61,34,0,748,19.0,1,0
2341.67,22,2,0,727,2.1,0,0
1999.17,65,46,2,565,37.9,1,0
917.31,37,11,5,402,13.1,1,0
2137.03,54,12,2,674,17.0,0,0
213.78,22,2,3,594,45.1,0,0
1233.65,63,148,0,303,13.8,1,0
4045.59,46,11,1,365,11.3,0,0
1099.5,33,167,2,478,42.8,1,0
1200.88,62,145,2,450,67.6,0,0
1673.74,50,145,0,319,26.0,1,0
4273.96,54,15,0,859,10.7,1,0
754.04,63,61,5,812,21.7,1,0
3423.16,32,169,1,883,79.5,1,0
189.91,74,57,0,302,91.4,1,0
884.47,29,85,2,308,74.2,0,0
1070.89,50,54,3,620,24.9,1,0
245.87,48,137,1,488,40.7,0,0
167.43,68,38,1,526,24.3,1,0
1417.15,69,8,0,731,23.9,0,0
3748.6,53,142,3,822,22.4,1,0
3079.67,24,98,3,754,90.3,0,0
1072.45,76,173,2,767,17.0,1,0
3112.15,53,115,2,879,18.7,0,0
476.0,46,79,0,704,9.7,0,0
2063.77,70,45,0,444,14.7,1,0
601.62,48,118,0,429,17.9,0,0
3227.52,72,41,1,863,67.4,0,0
2224.75,25,165,0,369,62.0,1,0
435.61,55,125,0,674,16.8,0,0
1453.31,32,137,2,640,26.8,0,0
2624.67,48,176,5,471,15.4,0,0
1143.28,67,86,1,790,13.4,0,0
3236.98,28,130,5,476,12.8,1,0
3419.84,61,24,0,472,34.2,1,0
2990.62,58,75,0,534,36.8,0,0
1839.54,36,71,5,585,45.3,0,0
3847.71,66,28,0,731,16.2,1,0
627.93,62,32,0,430,40.3,0,0
2397.29,64,178,0,524,15.7,0,0
112.11,78,32,0,549,34.1,1,0
3710.46,27,128,0,727,37.8,1,0
56.9,19,174,0,652,42.1,0,0
347.2,44,149,0,850,36.3,0,0
1491.36,29,153,0,725,23.7,0,0
280.0,74,40,1,422,57.9,0,0
2550.78,71,70,0,696,35.1,1,0
1258.4,31,30,3,798,9.6,0,0
83.13,42,106,3,771,57.9,0,0
140.23,24,146,3,670,67.8,1,0
1073.67,69,65,1,337,13.9,1,0
429.83,38,154,1,530,36.7,1,0
540.61,29,116,1,432,71.6,0,0
1400.71,24,75,0,561,50.6,0,0
506.12,66,87,2,572,57.4,0,0
592.32,75,10,5,400,15.6,1,0
1280.49,71,21,3,569,54.5,0,0
612.24,27,72,5,491,45.1,1,0
474.13,34,66,1,335,42.0,0,0
812.75,61,135,5,715,16.8,0,0
918.95,48,99,1,811,17.7,1,0
727.0,65,68,2,504,56.7,1,0
582.13,73,69,3,695,40.0,1,0
2145.31,36,32,0,481,30.6,1,0
3497.98,19,146,2,613,28.6,0,0
1798.07,28,82,2,889,57.1,1,0
1730.22,73,61,0,764,1.0,1,0
409.84,26,68,0,694,66.9,0,0
30.28,35,166,1,553,155.9,0,0
1715.68,39,79,1,357,10.9,1,0
1681.94,33,26,0,330,87.4,0,0
181.55,29,36,0,381,12.8,1,0
1953.81,54,71,2,460,49.3,0,0
2391.91,76,45,3,817,13.8,1,0
2412.79,62,127,0,415,28.1,1,0
4154.81,78,173,0,841,2.3,1,0
3169.24,33,113,5,763,32.3,0,0
124.78,31,49,5,303,40.7,0,0
3801.44,78,161,2,456,48.5,1,0
4372.24,42,83,0,337,55.3,0,0
1060.22,65,32,0,616,26.1,0,0
688.49,26,108,0,608,62.3,0,0
926.95,77,55,3,841,0.8,0,0
1405.2,26,50,3,654,29.2,1,0
283.67,77,6,0,889,15.5,1,0
130.83,58,90,1,540,73.0,0,0
442.12,47,58,1,834,32.9,0,1
87.43,63,56,2,530,54.3,0,0
399.34,21,120,3,393,41.1,0,0
536.47,43,155,5,423,32.2,0,0
1330.26,19,125,0,459,30.7,1,0
1070.37,54,56,0,391,57.9,1,0
2073.88,64,67,1,712,15.8,1,0
104.33,28,53,1,456,31.0,0,0
2764.43,59,27,1,559,3.1,0,0
4158.67,55,39,0,482,15.2,1,0
792.51,58,86,1,680,71.8,0,0
1355.84,69,122,1,368,105.2,0,0
892.7,50,70,0,541,80.1,0,0
21.21,38,31,2,452,92.3,0,0
3531.28,30,102,0,820,50.1,1,0
1566.2,49,168,2,695,94.4,0,0
913.62,42,81,1,882,64.8,0,0
3230.93,42,22,3,574,2.7,0,0
1431.15,40,109,1,317,39.5,0,0
1887.05,56,82,5,860,101.3,1,0
1879.78,19,35,0,559,61.8,0,0
1341.65,58,166,5,398,25.8,0,0
2286.51,31,146,1,740,38.3,1,0
307.88,21,144,5,520,2.1,0,0
522.16,24,154,0,435,22.7,1,0
1036.67,40,178,5,857,11.5,1,0
3096.69,59,175,1,507,59.0,0,0
191.97,38,48,0,824,8.6,1,0
1524.98,26,150,0,660,28.6,0,0
256.65,37,144,5,590,23.4,1,1
1984.45,54,118,3,613,26.8,1,0
1338.02,38,146,5,760,26.7,1,0
3540.17,43,88,3,334,59.1,1,0
2699.86,41,80,1,781,28.4,0,0
921.48,55,109,0,775,88.4,1,0
2634.25,41,35,3,528,14.7,1,0
514.87,65,2,0,676,30.5,1,0
444.17,62,52,3,606,11.9,0,0
2451.39,77,134,2,702,24.0,1,0
173.43,38,84,1,599,42.0,0,0
1172.86,76,78,0,705,35.6,0,0
1311.13,73,66,1,892,82.5,1,0
140.23,45,67,0,838,5.6,0,0
2478.16,45,32,5,523,30.5,1,1
3350.32,76,146,5,432,107.5,0,0
2483.35,21,122,2,608,50.2,1,0
595.08,42,86,5,899,31.2,0,0
1990.83,21,77,1,880,41.3,1,0
798.52,65,156,1,880,29.9,0,0
2746.25,41,27,0,417,70.8,0,0
1679.76,74,91,3,494,39.0,1,0
790.49,19,142,3,380,35.1,0,0
1101.23,38,48,1,635,57.7,1,0
2117.97,53,140,2,349,34.4,0,0
2342.5,29,171,0,334,88.7,0,0
279.77,45,53,0,319,26.7,1,0
680.56,51,177,3,853,36.0,0,0
2355.71,60,80,0,882,95.6,1,0
782.25,75,167,0,798,13.6,1,0
2278.38,21,77,1,626,32.3,0,0
1385.88,42,12,0,465,3.9,1,0
337.65,40,40,1,505,57.1,0,0
2720.09,19,34,0,437,78.3,1,0
2243.66,75,2,1,322,18.5,0,0
156.5,65,177,0,738,43.5,1,0
1846.36,46,36,5,655,19.3,1,0
1190.65,60,94,1,357,4.7,0,0
1705.25,56,142,1,799,45.7,0,0
1693.62,69,33,0,430,82.2,1,0
3739.07,70,4,0,765,3.6,0,0
779.79,22,95,0,749,1.9,1,0
1025.45,48,26,5,807,102.7,1,0
594.42,72,153,0,570,48.7,0,0
512.26,74,112,0,780,2.1,0,0
1579.22,28,81,0,898,9.5,1,0
1263.22,35,129,0,553,12.5,1,0
1947.84,23,47,0,433,68.3,0,0
2965.25,51,10,1,654,34.4,1,0
1178.11,77,18,5,350,7.2,1,0
3259.16,33,153,0,660,32.7,0,0
364.28,41,45,2,412,0.8,1,0
2669.43,43,65,1,525,97.5,1,0
4132.35,28,36,0,684,30.6,0,0
26.54,56,165,3,496,86.0,0,0
3068.14,31,51,1,601,20.5,1,0
1439.73,51,132,5,820,15.6,1,1
1443.22,19,95,3,819,35.9,1,0
1331.22,69,174,5,808,14.5,1,0
2441.8,59,168,1,463,2.9,1,0
1014.15,50,121,2,474,63.6,0,0
942.65,24,102,2,855,16.9,0,0
918.11,42,146,0,454,14.2,1,0
121.23,78,105,1,343,91.8,0,0
308.88,56,102,1,746,74.2,0,0
1038.43,45,44,1,484,2.7,0,0
3165.55,58,131,0,864,47.1,1,0
1400.09,60,137,0,344,38.3,1,0
1837.66,73,40,0,385,2.9,0,0
3537.34,69,19,2,603,62.0,0,0
1741.09,53,106,5,711,0.7,1,0
2775.04,52,83,1,869,52.2,0,0
3691.78,72,172,0,343,15.3,1,0
4200.26,50,113,5,550,18.8,1,0
1816.96,59,102,1,708,80.1,1,0
2377.64,27,55,1,484,49.0,0,0
848.35,28,45,0,497,21.8,0,0
1032.01,29,156,1,844,8.6,0,0
3050.27,51,145,0,392,62.3,1,0
1445.59,45,150,1,889,44.6,0,0
203.98,66,140,0,358,17.7,0,0
927.52,63,43,0,363,23.9,0,0
1492.36,40,49,3,493,42.4,0,1
297.91,30,69,1,842,6.2,0,0
2605.32,63,41,3,475,20.4,0,1
660.27,29,117,3,549,57.0,0,0
1757.0,75,128,3,508,8.8,0,0
878.59,51,86,0,855,56.4,1,0
113.13,54,78,0,300,28.4,0,0
168.12,31,57,0,401,40.7,0,0
2147.87,65,16,5,633,80.3,0,0
2585.84,25,166,0,732,8.4,1,0
2260.11,78,137,0,572,69.2,0,0
18.31,47,104,0,771,11.0,0,0
444.07,53,164,1,854,9.2,1,0
1242.3,20,38,3,685,21.0,1,0
2009.85,67,43,2,888,24.5,0,0
19.74,51,151,0,651,31.0,1,0
970.82,59,2,5,605,62.3,0,0
68.33,59,121,0,721,7.2,1,0
1740.72,47,146,3,796,19.7,0,0
705.72,38,175,5,561,2.3,1,0
1924.82,36,19,1,816,6.4,1,0
3.77,48,132,2,511,27.8,1,0
603.32,43,74,0,571,8.8,1,0
1438.11,59,131,3,310,3.3,1,0
3509.55,21,41,3,442,76.6,1,1
341.22,76,15,0,857,49.8,0,0
1908.57,25,56,0,869,12.6,0,0
1650.65,38,170,1,785,13.7,1,0
1171.07,41,106,1,314,1.1,0,0
164.25,19,12,0,517,32.6,0,0
728.49,44,26,2,508,46.4,0,0
2613.22,25,142,1,878,7.8,0,0
3398.55,76,75,3,759,12.1,0,0
1177.62,20,167,0,843,28.1,1,0
3151.73,20,28,1,737,30.0,1,0
1978.81,77,75,1,558,40.2,0,0
2587.95,36,170,2,732,4.8,1,0
306.96,21,96,0,429,44.0,0,0
71.25,74,122,0,622,64.8,1,0
2383.91,26,155,0,639,92.0,0,0
254.8,47,7,1,810,24.1,1,0
233.67,62,83,2,528,52.1,1,0
3499.07,33,136,1,620,62.5,0,0
1909.48,40,89,1,404,30.7,0,0
2505.21,19,63,3,430,21.1,0,0
1710.1,64,120,1,446,13.7,1,0
136.02,60,139,1,654,34.3,1,0
624.77,30,149,1,474,52.0,1,0
1639.51,26,128,2,800,5.7,1,0
722.68,77,13,0,671,24.3,1,0
1113.69,36,120,1,674,64.0,0,0
2218.06,52,75,0,772,53.3,0,0
356.29,55,117,1,566,88.8,1,0
873.05,33,125,0,527,13.4,0,0
1325.69,69,17,1,545,36.3,0,0
2854.55,53,44,0,661,30.6,0,0
993.71,71,142,3,488,20.9,1,0
902.62,63,78,3,634,38.8,0,0
972.78,70,131,0,403,25.5,0,0
818.67,36,97,5,389,3.7,1,0
552.86,70,101,0,617,36.4,0,0
385.73,55,65,3,740,52.4,1,0
81.8,55,149,0,337,66.1,0,0
71.25,33,147,0,844,0.6,0,0
646.78,25,180,0,853,13.4,1,0
889.03,60,75,3,583,51.9,1,0
3861.59,58,117,2,748,8.5,0,0
3199.45,75,125,2,884,32.1,1,0
2470.53,26,151,0,483,54.5,0,0
1149.5,53,155,0,440,24.6,1,0
1985.69,74,115,0,773,70.6,0,0
1207.09,77,67,2,401,29.1,1,0
1678.35,74,40,3,835,65.1,0,0
880.27,32,135,2,744,36.4,0,0
614.81,50,137,0,581,5.9,1,0
1444.24,69,158,0,407,14.4,1,0
2449.84,54,108,3,899,30.1,0,0
1358.78,72,168,2,816,3.2,0,0
1232.91,68,171,2,499,34.6,0,0
3658.19,26,147,1,898,28.3,0,0
2987.65,73,146,5,614,7.3,0,0
896.44,65,109,0,887,38.7,0,0
325.31,25,128,0,343,63.7,1,0
2118.59,64,118,1,710,3.2,0,0
3635.29,52,127,1,688,9.2,1,0
224.72,41,130,3,881,30.3,0,0
1304.73,64,1,2,857,75.5,1,0
4048.19,46,23,2,598,8.7,1,0
2360.65,43,96,1,898,38.6,1,0
450.96,26,25,3,597,75.3,0,0
1008.67,27,130,1,782,9.4,1,0
2067.18,57,107,3,719,24.1,0,0
1203.68,24,96,1,562,45.0,0,0
955.23,76,26,5,631,5.4,0,0
2678.71,38,104,1,343,20.8,1,0
3369.84,53,0,0,802,33.9,0,1
2176.83,46,34,0,569,52.6,1,0
561.62,56,58,2,516,34.2,0,0
795.04,50,102,1,303,14.5,0,0
1686.81,58,130,5,576,2.0,1,0
543.85,34,84,5,439,83.5,1,1
1101.14,60,108,0,408,46.3,1,0
2315.42,68,8,1,612,42.4,0,0
1402.76,51,126,1,861,65.9,1,0
1137.7,33,59,1,714,82.2,1,0
1480.2,25,59,0,312,43.5,0,0
151.07,59,107,0,490,59.0,0,0
334.06,21,67,0,474,77.3,0,0
643.21,41,115,5,437,21.3,0,0
1144.89,64,176,5,578,27.8,0,0
1977.62,68,61,0,360,52.5,1,0
164.5,78,36,0,583,112.6,1,0
962.03,28,99,1,888,30.7,1,0
1466.33,50,76,0,489,34.5,1,1
2342.07,62,54,0,729,33.5,0,0
1431.05,31,78,3,838,8.5,1,0
845.78,19,38,3,759,28.7,0,0
3558.21,21,152,2,542,9.6,1,0
505.48,55,92,1,719,31.1,0,0
794.58,20,15,0,806,31.9,0,0
3054.72,19,6,5,521,5.7,1,1
1206.59,47,43,0,395,9.4,0,0
1947.65,66,130,5,377,27.7,1,0
1332.68,71,64,2,586,28.3,1,0
1927.48,29,140,0,785,19.9,0,0
667.89,28,57,1,600,58.4,0,0
